feature	V1	V2	cluster	mean	NrOfGenes	x	y	z	week	part	nrOfVariableGenes	nrOfClusters
14_25_0_6	7.88187423256906	-1.68776875758548	3	1.9903791737408	1767	14	25	0	6	None	-1	3
14_25_200_6	-17.5705630038123	-4.74165163204811	2	2.08615682478219	2066	14	25	200	6	None	-1	3
14_26_0_6	7.12176741119268	8.66419821143128	3	1.99152991000529	1889	14	26	0	6	None	-1	3
14_26_200_6	-5.39102745175077	-18.1247537929238	2	2.05853487556958	2853	14	26	200	6	None	-1	3
14_2_361_6	8.80702828076605	10.4005865509356	3	2.13076923076923	2210	14	2	361	6	None	-1	3
14_3_361_6	9.11410102925562	-16.0551444812692	3	1.89905548996458	1694	14	3	361	6	None	-1	3
14_4_361_6	15.8455177347648	4.26624201032077	3	2.17642140468227	2392	14	4	361	6	None	-1	3
14_5_361_6	14.7462813667685	4.22946196168568	3	2.30284985112718	2351	14	5	361	6	None	-1	3
14_6_361_6	18.8590918245718	0.00934914811459726	3	2.4182898646418	3029	14	6	361	6	None	-1	3
14_6_675_6	-2.81299209563089	-0.262009609994584	2	1.54036243822076	607	14	6	675	6	None	-1	3
14_7_361_6	21.4832412006207	-11.1717855898959	3	2.30667320902846	2038	14	7	361	6	None	-1	3
14_7_675_6	-2.12235633495129	-11.7279216114903	2	1.61482558139535	688	14	7	675	6	None	-1	3
14_8_115_6	17.5145555638658	16.8338991375577	3	2.59604766056379	3441	14	8	115	6	None	-1	3
14_8_361_6	-21.0574372747563	-7.4768959938052	2	1.98427672955975	1908	14	8	361	6	None	-1	3
14_8_675_6	7.68562501490868	-14.8170193281985	3	2.00081433224756	1228	14	8	675	6	None	-1	3
14_9_115_6	15.452808669919	-8.25785882214197	3	1.98895966029724	2355	14	9	115	6	None	-1	3
14_9_361_6	7.96330235300229	1.29794575417097	3	2.22411205602801	1999	14	9	361	6	None	-1	3
14_9_675_6	-1.63702775745496	-7.22533595778144	2	1.74018475750577	866	14	9	675	6	None	-1	3
15_10_115_6	16.9939616263158	14.1583076233816	3	2.44475655430712	3204	15	10	115	6	None	-1	3
15_10_200_6	0.559098246856744	16.4278116595035	1	2.45670424562245	4169	15	10	200	6	None	-1	3
15_10_361_6	16.4414773075801	11.7744572547665	3	2.57959454968428	3009	15	10	361	6	None	-1	3
15_10_675_6	7.98626575080375	-15.8076486893632	3	2.23751451800232	1722	15	10	675	6	None	-1	3
15_11_115_6	19.4091753064132	11.0539808246104	3	2.24358974358974	2730	15	11	115	6	HopX	-1	3
15_11_200_6	18.4549843421101	15.048081653403	3	2.65248226950355	4089	15	11	200	6	None	-1	3
15_11_361_6	14.0516564841724	2.66891835814828	3	2.41447368421053	2128	15	11	361	6	None	-1	3
15_11_675_6	2.84211810126073	-19.2721535653527	2	1.84855403348554	1314	15	11	675	6	None	-1	3
15_12_115_6	24.1410818630756	-3.90571236391103	3	2.22043010752688	2604	15	12	115	6	None	-1	3
15_12_200_6	17.3844285129811	15.7839370464274	3	2.6892545982575	4132	15	12	200	6	None	-1	3
15_12_361_6	16.9083281687417	7.30442552409113	3	2.32693984306888	2294	15	12	361	6	None	-1	3
15_12_675_6	-5.05670387526774	12.6680443833574	1	1.77616580310881	1930	15	12	675	6	None	-1	3
15_13_115_6	16.5429141650432	5.92521023741792	3	2.20360507988529	2441	15	13	115	6	None	-1	3
15_13_200_6	17.8042128810842	15.6826768494414	3	2.65133418043202	3935	15	13	200	6	None	-1	3
15_13_361_6	17.9131726463937	6.27656431968729	3	2.5	2232	15	13	361	6	HopX	-1	3
15_14_115_6	4.53044011962752	-21.8745219772676	3	2.06861848124428	2186	15	14	115	6	HopX	-1	3
15_14_200_6	18.3603667606339	13.6662034001291	3	2.50878787878788	3300	15	14	200	6	None	-1	3
15_14_361_6	10.1681441003635	-11.1352524544855	3	2.19658703071672	1465	15	14	361	6	None	-1	3
15_14_675_6	-6.18498204671023	-12.158519301232	2	1.9083820662768	1026	15	14	675	6	None	-1	3
15_15_115_6	11.8649896319032	2.5687733507577	3	2.08704253214639	2022	15	15	115	6	HopX	-1	3
15_15_1_6	3.02040483119366	-13.9356735220572	3	1.8629651506202	1693	15	15	1	6	None	-1	3
15_15_200_6	20.653921137531	-0.531830478444762	3	2.35743418613274	2697	15	15	200	6	HopX	-1	3
15_15_361_6	-3.48999867753886	11.1282248653771	1	2.14075357297531	2309	15	15	361	6	None	-1	3
15_16_0_6	-6.78198309689254	4.61432098113408	1	1.75215053763441	1860	15	16	0	6	None	-1	3
15_16_115_6	16.5163391792751	8.86906815620222	3	2.30685458039718	3122	15	16	115	6	HopX	-1	3
15_16_1_6	14.3330984895684	11.5294675079528	3	2.2711006076975	2962	15	16	1	6	HopX	-1	3
15_16_200_6	-22.2009135191012	-0.167349989166596	2	3.06588654286441	3931	15	16	200	6	None	-1	3
15_16_361_6	-3.18428151722799	12.6753920638179	1	2.18937914877001	2561	15	16	361	6	None	-1	3
15_16_675_6	-7.97646951902707	-9.4499859790735	2	1.8727969348659	1305	15	16	675	6	None	-1	3
15_17_0_6	9.85079639969943	11.4412928267486	3	2.01731601731602	2541	15	17	0	6	None	-1	3
15_17_115_6	23.4207743087349	1.52190528370019	3	2.30566993981628	3157	15	17	115	6	None	-1	3
15_17_1_6	14.1003281297375	5.91867475002601	3	2.2251497005988	2505	15	17	1	6	None	-1	3
15_17_200_6	-23.066799444112	-1.27742383787316	2	3.84562996594779	3524	15	17	200	6	None	-1	3
15_17_361_6	-15.0271351345011	3.82916612466465	2	1.82698170731707	1312	15	17	361	6	None	-1	3
15_18_0_6	17.8473908696059	-4.69420193425543	3	2.19684129429892	2596	15	18	0	6	None	-1	3
15_18_115_6	1.31646063231516	15.288863201503	1	2.47251236943375	3638	15	18	115	6	HopX	-1	3
15_18_1_6	14.3099730802182	9.76591287838978	3	2.34728894989705	2914	15	18	1	6	HopX	-1	3
15_18_200_6	-22.3198822169078	-0.430205296601438	2	3.96581196581197	4095	15	18	200	6	None	-1	3
15_19_0_6	23.6183779278181	-12.8662055192264	3	2.14873837981408	2259	15	19	0	6	None	-1	3
15_19_1_6	14.1658757045502	6.16832703738285	3	2.36010558069382	2652	15	19	1	6	None	-1	3
15_19_200_6	-22.9222239406632	-1.44029992309565	2	2.80702341137124	2990	15	19	200	6	None	-1	3
15_20_0_6	19.5004721474632	-8.67203319568556	3	2.22236614853195	2316	15	20	0	6	None	-1	3
15_20_115_6	-0.03399092095689	15.7062472993208	1	2.47840755735493	4446	15	20	115	6	None	-1	3
15_20_1_6	17.2769875919673	-7.06437607907739	3	2.15722198551342	2347	15	20	1	6	None	-1	3
15_20_200_6	16.2422538637988	14.979316613968	3	2.36489151873767	3042	15	20	200	6	None	-1	3
15_20_361_6	-10.4623739423243	16.7129138877349	1	2.08282639213851	2137	15	20	361	6	None	-1	3
15_21_0_6	17.9240728060247	-6.17295725339487	3	2.26370757180157	2298	15	21	0	6	HopX	-1	3
15_21_115_6	-2.2812520390855	5.93444777170013	1	2.00079744816587	2508	15	21	115	6	None	-1	3
15_21_1_6	14.0299698335415	4.65857568874271	3	2.21360431356284	2411	15	21	1	6	None	-1	3
15_21_200_6	20.9362251513113	6.81694445726483	3	2.29400196656834	3051	15	21	200	6	None	-1	3
15_21_361_6	-8.08389320921055	11.0865546854648	1	1.87858259510162	1919	15	21	361	6	None	-1	3
15_23_0_6	9.96857816496807	-1.91458290917871	3	2.14970697922216	1877	15	23	0	6	HopX	-1	3
15_23_115_6	-14.2394974129336	17.1541166747405	1	2.13861031518625	2792	15	23	115	6	None	-1	3
15_23_1_6	5.12964095450991	6.40185606382962	3	1.97702834799609	2046	15	23	1	6	None	-1	3
15_23_200_6	-6.61099188175201	-18.4428893947199	2	2.36565295169946	2795	15	23	200	6	None	-1	3
15_24_0_6	-21.7784474189294	-4.12553133461125	2	2.48026048026048	2457	15	24	0	6	None	-1	3
15_24_115_6	-15.1403946399384	16.7631858948089	1	1.79456906729634	1694	15	24	115	6	Isl1	-1	3
15_24_1_6	-5.07894351757867	6.33827553919088	1	2.04297037964122	2397	15	24	1	6	None	-1	3
15_24_200_6	-18.8521467001291	-2.9971092829396	2	2.94062765055131	3537	15	24	200	6	None	-1	3
15_25_0_6	-23.7746758165429	-1.90560424908045	2	3.17208727871552	2429	15	25	0	6	None	-1	3
15_25_200_6	-19.1536825524507	-4.95930267959403	2	2.51393442622951	2440	15	25	200	6	None	-1	3
15_26_0_6	6.90442768161653	7.62376804080655	3	2.13215859030837	2270	15	26	0	6	None	-1	3
15_29_0_6	-6.09708695477518	-1.56545196445316	2	1.68347826086957	1150	15	29	0	6	None	-1	3
15_2_675_6	0.809705487288137	-9.80842992947272	3	1.91061879297173	1309	15	2	675	6	None	-1	3
15_4_361_6	21.5916513682642	-7.38579996474195	3	2.30352504638219	2695	15	4	361	6	None	-1	3
15_4_675_6	-0.983952457354567	-1.89156198994059	3	1.79547432550044	1149	15	4	675	6	None	-1	3
15_5_361_6	14.7086975101495	3.76656240747422	3	2.2	2340	15	5	361	6	None	-1	3
15_5_675_6	-2.26236170138339	-12.4180151647948	2	1.78715596330275	1090	15	5	675	6	None	-1	3
15_6_361_6	16.2861233216751	7.85683749018974	3	2.63593220338983	2950	15	6	361	6	None	-1	3
15_6_675_6	-0.735507640631194	-12.2052180806785	2	1.8177128116939	1163	15	6	675	6	None	-1	3
15_7_361_6	18.3342310015841	-0.0555111912073959	3	2.48823903369358	3146	15	7	361	6	HopX	-1	3
15_7_675_6	0.473248230741797	-6.1162284160307	3	1.81327800829876	1205	15	7	675	6	None	-1	3
15_8_115_6	8.39756962385023	11.6154859425834	3	2.26750448833034	2785	15	8	115	6	None	-1	3
15_8_361_6	18.3180572323332	-13.3289926434825	3	2.37601957585644	2452	15	8	361	6	None	-1	3
15_8_675_6	0.550632414079335	-0.220380648266869	3	2.07150900900901	1776	15	8	675	6	None	-1	3
15_9_115_6	22.1934488018853	-4.44263640477305	3	2.23270893371758	2776	15	9	115	6	None	-1	3
15_9_200_6	8.13205448890765	13.4327798541095	3	2.11741752394466	2819	15	9	200	6	None	-1	3
15_9_361_6	21.0448809373001	-10.1008661630839	3	2.4893850658858	2732	15	9	361	6	None	-1	3
15_9_675_6	10.183403683303	-22.2715167393462	3	2.1588006662965	1801	15	9	675	6	None	-1	3
16_10_115_6	23.7928804578367	-8.5186959079462	3	2.15953947368421	2432	16	10	115	6	None	-1	3
16_10_200_6	17.3285042102926	15.9888031890844	3	2.41014069551367	3767	16	10	200	6	None	-1	3
16_10_360_6	13.6551409976957	-16.0739313234638	3	2.01737089201878	2130	16	10	360	6	None	-1	3
16_10_361_6	15.1219625914846	-5.00066838119448	3	2.25695067264574	2230	16	10	361	6	None	-1	3
16_10_675_6	6.20799222730953	3.89681248857501	3	2.114127702363	1989	16	10	675	6	None	-1	3
16_11_115_6	21.6263014687859	-2.21506962258033	3	2.27360236949278	2701	16	11	115	6	HopX	-1	3
16_11_200_6	17.7162701866017	16.6204385805934	3	2.51107419712071	3612	16	11	200	6	None	-1	3
16_11_360_6	7.53426822103114	11.2615632636362	3	2.16012488849242	2242	16	11	360	6	None	-1	3
16_11_361_6	16.385781473041	6.64973427776025	3	2.39356939356939	2457	16	11	361	6	HopX	-1	3
16_11_675_6	5.59879165385034	2.9126883990988	3	2.04692737430168	1790	16	11	675	6	None	-1	3
16_12_115_6	19.5056869975658	11.6692182089632	3	2.2838168472562	2861	16	12	115	6	None	-1	3
16_12_200_6	21.4232104129413	3.36280834062832	3	2.7452567670124	3953	16	12	200	6	None	-1	3
16_12_360_6	7.49543679502045	12.1332657781936	3	2.18638824439288	2586	16	12	360	6	None	-1	3
16_12_361_6	17.2369100037033	4.8211067150982	3	2.45155783183952	2343	16	12	361	6	None	-1	3
16_12_675_6	-4.28334084681566	18.3400215546373	1	2.04941531497548	2651	16	12	675	6	None	-1	3
16_13_115_6	23.6455397783209	-6.82862012535564	3	2.0847856806406	2123	16	13	115	6	HopX	-1	3
16_13_200_6	21.5055151384506	3.20580854502526	3	2.59355568117581	3538	16	13	200	6	HopX	-1	3
16_13_361_6	9.05123187760881	-8.74233222876527	3	2.10051399200457	1751	16	13	361	6	None	-1	3
16_13_675_6	-8.32834533167141	5.83343669204892	1	1.61172472387426	1177	16	13	675	6	None	-1	3
16_14_115_6	7.14862080560546	-9.10631066650433	3	1.97035347776511	1754	16	14	115	6	None	-1	3
16_14_200_6	20.5910427274829	3.93736530100229	3	2.30045351473923	2646	16	14	200	6	HopX	-1	3
16_14_361_6	0.425550997911061	6.57704889594354	1	1.75693974272173	1477	16	14	361	6	None	-1	3
16_14_675_6	-9.31943343745373	-8.87191643978753	2	1.50206896551724	725	16	14	675	6	None	-1	3
16_15_115_6	18.2885139007218	-4.04504473762835	3	2.1625	2400	16	15	115	6	None	-1	3
16_15_1_6	-2.93463779023806	5.80662143617679	3	1.99390025116613	2787	16	15	1	6	None	-1	3
16_15_200_6	20.1043759419725	13.8386110854266	3	2.69206549118388	3176	16	15	200	6	None	-1	3
16_15_361_6	-4.29996189627514	18.2949105322588	1	2.23744995380351	3247	16	15	361	6	None	-1	3
16_16_0_6	-4.05546468041845	6.46011948208064	1	1.83380281690141	2130	16	16	0	6	None	-1	3
16_16_115_6	15.8581970715396	-16.7467508722669	3	1.99666983824929	2102	16	16	115	6	HopX	-1	3
16_16_1_6	7.87389432722439	4.60432547258252	3	2.01819923371648	2088	16	16	1	6	HopX	-1	3
16_16_200_6	2.85819185287579	-16.9433163749643	3	2.104662226451	2102	16	16	200	6	HopX	-1	3
16_16_360_6	-19.6087173960903	-8.03817215150428	2	2.9959100204499	1467	16	16	360	6	None	-1	3
16_16_675_6	-7.66497798911761	-7.85544029945966	2	2.01776061776062	1295	16	16	675	6	None	-1	3
16_17_0_6	1.91537052667312	3.36763417522183	3	1.80075662042875	1586	16	17	0	6	None	-1	3
16_17_115_6	2.42642516354064	5.81643102040624	3	1.82896433175763	2327	16	17	115	6	None	-1	3
16_17_1_6	18.9238500982989	-1.50679562088394	3	2.25106547849671	2581	16	17	1	6	None	-1	3
16_17_200_6	18.1913817433898	4.73533381052479	3	2.21071571371451	2501	16	17	200	6	HopX	-1	3
16_17_360_6	-18.8467015879341	-9.47801827876695	2	2.37765957446809	1692	16	17	360	6	None	-1	3
16_17_361_6	-9.29349457281571	17.3109392726943	1	2.46321413892314	2433	16	17	361	6	Isl1	-1	3
16_17_675_6	-9.59064996425137	-5.93906628507093	2	1.80959302325581	1376	16	17	675	6	None	-1	3
16_18_0_6	19.3750476644822	-5.65057405699141	3	2.14305239179954	2195	16	18	0	6	HopX	-1	3
16_18_115_6	-10.2758310242318	21.6277802665128	1	2.36176821983274	4185	16	18	115	6	None	-1	3
16_18_1_6	16.0371132140757	10.451029366302	3	2.41694352159468	3010	16	18	1	6	None	-1	3
16_18_200_6	22.4266323935883	-1.61196925119763	3	2.43058823529412	2975	16	18	200	6	None	-1	3
16_18_360_6	-13.4627810129861	-11.3854708417882	2	2.04610655737705	1952	16	18	360	6	None	-1	3
16_18_675_6	-9.96898440562587	-1.61165210415538	2	1.73687539531942	1581	16	18	675	6	None	-1	3
16_19_0_6	6.3859196984982	6.60693560856043	3	2.10992217898833	2056	16	19	0	6	None	-1	3
16_19_115_6	-9.15580697299366	21.7010822886907	1	2.2575624082232	3405	16	19	115	6	None	-1	3
16_19_1_6	14.9249560409851	5.3954720081456	3	2.42214071357119	2999	16	19	1	6	HopX	-1	3
16_19_200_6	13.3581327218544	12.5474887436848	3	2.40033277870216	3005	16	19	200	6	HopX	-1	3
16_20_0_6	11.9470045186493	-6.81816322335593	3	2.18040979510245	2001	16	20	0	6	None	-1	3
16_20_1_6	14.6943035545588	5.7752391189082	3	2.47392892726669	3011	16	20	1	6	HopX	-1	3
16_20_200_6	23.1875844094344	-2.54052981839113	3	2.39967585089141	3085	16	20	200	6	HopX	-1	3
16_20_361_6	-25.5976785062363	-2.56359362269751	2	3.12415654520918	2223	16	20	361	6	None	-1	3
16_21_0_6	14.4182265004595	-6.84419333162725	3	2.14868929952729	2327	16	21	0	6	HopX	-1	3
16_21_115_6	-12.9413505708581	18.7731478390419	1	2.67520184544406	4335	16	21	115	6	None	-1	3
16_21_1_6	16.890707926261	-1.19185554635086	3	2.27979081060889	2677	16	21	1	6	None	-1	3
16_21_200_6	12.879386364174	12.5646666684128	3	2.20481144343303	3076	16	21	200	6	HopX	-1	3
16_22_0_6	16.4057805082073	-20.1725056767338	3	2.23296931877275	1923	16	22	0	6	None	-1	3
16_22_115_6	-4.54775449626708	-7.84108347426994	2	1.9683257918552	1326	16	22	115	6	None	-1	3
16_22_1_6	14.0439004543884	8.78127740943308	3	2.15793991416309	2330	16	22	1	6	None	-1	3
16_23_0_6	7.10352331279681	-1.84545745573451	3	2	1666	16	23	0	6	None	-1	3
16_23_115_6	-12.4494463311632	21.0012746535903	1	2.34965215150734	3881	16	23	115	6	None	-1	3
16_23_1_6	9.6081606753253	-2.51569035411728	3	2.01483836777954	1887	16	23	1	6	None	-1	3
16_23_200_6	-7.52262324561099	-18.2023189062685	2	2.34130434782609	2300	16	23	200	6	None	-1	3
16_24_0_6	-2.5144434806344	-9.02052130295299	2	2.14957264957265	1872	16	24	0	6	None	-1	3
16_24_115_6	-12.1746724684883	21.0575928307004	1	2.69482676791647	4214	16	24	115	6	None	-1	3
16_24_1_6	4.9107299426449	7.59120662842936	3	1.97355496788818	2647	16	24	1	6	None	-1	3
16_24_200_6	-18.2617074434634	-3.19979819619376	2	2.24132613723978	2594	16	24	200	6	None	-1	3
16_25_0_6	-24.1674263500635	-3.10199156389043	2	3.06754530477759	1821	16	25	0	6	None	-1	3
16_25_200_6	-20.8054342288938	0.438228318383274	2	2.20710267229255	2844	16	25	200	6	None	-1	3
16_26_0_6	-2.37378073812939	14.6851496445091	1	1.84083674397453	2199	16	26	0	6	None	-1	3
16_28_0_6	-10.0054388432058	-6.93833712415925	2	1.84160756501182	1269	16	28	0	6	None	-1	3
16_29_0_6	-8.04199462159298	-15.215835771599	2	2.05960264900662	1812	16	29	0	6	None	-1	3
16_2_675_6	10.1015360741585	-5.03297857087114	3	2.03490304709141	1805	16	2	675	6	None	-1	3
16_3_361_6	8.68385430167189	9.67429187843809	3	2.43466223698782	3612	16	3	361	6	None	-1	3
16_3_675_6	6.22676439553151	-9.43000451680551	3	2.03058676654182	1602	16	3	675	6	HopX	-1	3
16_4_361_6	13.451293571023	-12.476036696172	3	2.07719453021614	2267	16	4	361	6	None	-1	3
16_4_675_6	5.34507625112817	-2.20352206112969	3	1.751345532831	929	16	4	675	6	None	-1	3
16_5_361_6	11.49497828723	8.96854091451028	3	2.05649484536082	2425	16	5	361	6	None	-1	3
16_5_675_6	-1.66866473760112	-15.812332108201	2	1.88566243194192	1102	16	5	675	6	None	-1	3
16_6_360_6	0.653629619886461	-10.5434570908301	3	1.97137745974955	1677	16	6	360	6	None	-1	3
16_6_361_6	21.659669092367	-9.10070268889426	3	2.38028169014085	2556	16	6	361	6	None	-1	3
16_6_675_6	-1.27354231042277	-8.61393084466678	2	1.70994152046784	855	16	6	675	6	None	-1	3
16_7_360_6	15.070546751166	-15.6796708019209	3	2.19232373800584	2397	16	7	360	6	None	-1	3
16_7_361_6	20.6861325020269	-8.74974525205048	3	2.49685117666556	3017	16	7	361	6	HopX	-1	3
16_7_675_6	-2.91202128580924	-8.32711869663593	2	1.80645161290323	1209	16	7	675	6	None	-1	3
16_8_360_6	8.14152167088594	7.58712457819389	3	2.03799392097264	1974	16	8	360	6	None	-1	3
16_8_361_6	16.440977867021	1.12998874760996	3	2.29732961339179	2509	16	8	361	6	None	-1	3
16_8_675_6	-7.89269917618615	0.252654182056201	2	2.10862409479921	1519	16	8	675	6	None	-1	3
16_9_115_6	10.6405792052817	13.1840454977586	3	2.05337925096858	2323	16	9	115	6	HopX	-1	3
16_9_200_6	19.9546782501734	-3.1217049096996	3	2.03687888198758	2576	16	9	200	6	None	-1	3
16_9_360_6	5.49877876369304	-20.8964691375731	2	1.97694840834248	1822	16	9	360	6	None	-1	3
16_9_361_6	16.2892749945181	-4.9542072203336	3	2.37732656514382	2364	16	9	361	6	None	-1	3
16_9_675_6	5.30758279430366	-14.179098046577	3	1.92342597844583	1763	16	9	675	6	None	-1	3
17_10_115_6	12.5824545693981	-5.69199492196347	3	2.07246376811594	2415	17	10	115	6	None	-1	3
17_10_200_6	21.6876083005372	2.8109747225424	3	2.84499889600353	4529	17	10	200	6	None	-1	3
17_10_360_6	6.50151999347369	3.68814343768798	3	2.14253521126761	1775	17	10	360	6	None	-1	3
17_10_361_6	6.66258021679922	-18.0089306671689	3	2.04290589956119	2051	17	10	361	6	None	-1	3
17_10_520_6	-3.67326262695506	3.13001779014026	1	1.72287802136031	1779	17	10	520	6	None	-1	3
17_10_675_6	-0.983026150981422	0.85594452916374	2	1.84311140408701	1517	17	10	675	6	None	-1	3
17_11_115_6	20.6868781255783	-6.9305551373084	3	2.18714168714169	2442	17	11	115	6	None	-1	3
17_11_200_6	21.6617710751026	2.91895026601054	3	2.49922037422037	3848	17	11	200	6	None	-1	3
17_11_360_6	11.9362111382999	4.64868134488621	3	2.31620553359684	2024	17	11	360	6	None	-1	3
17_11_361_6	12.1914939355059	0.541157274913247	3	2.20374449339207	1816	17	11	361	6	None	-1	3
17_11_520_6	-5.32871484746729	8.21256170450115	1	1.82007952286282	2012	17	11	520	6	None	-1	3
17_11_675_6	-11.0332983852197	2.82645465460544	2	1.61684210526316	475	17	11	675	6	None	-1	3
17_12_115_6	12.8692736589273	2.38856598369943	3	2.21945801865837	2251	17	12	115	6	None	-1	3
17_12_200_6	22.2869250050541	-0.0044343628731677	3	2.33892513202858	3219	17	12	200	6	None	-1	3
17_12_360_6	11.0614870944921	-14.2468436850103	3	2.19851576994434	1617	17	12	360	6	None	-1	3
17_12_361_6	4.248155737358	-8.78337199890889	3	1.84401972872996	1622	17	12	361	6	None	-1	3
17_12_675_6	-14.3379107474243	-11.6377815060813	2	2.16914682539683	2016	17	12	675	6	None	-1	3
17_13_115_6	26.3477380395439	1.06394613686495	3	2.10274898602974	2219	17	13	115	6	None	-1	3
17_13_200_6	19.2199497650217	13.0525100327563	3	2.32498394348105	3114	17	13	200	6	HopX	-1	3
17_13_360_6	12.8871437310864	-15.0650935598612	3	2.30497685185185	1728	17	13	360	6	None	-1	3
17_13_361_6	-6.12551901420629	1.95420387745155	1	1.86516203703704	1728	17	13	361	6	None	-1	3
17_14_115_6	17.1901879886309	-4.10593328501591	3	2.14254766031196	2308	17	14	115	6	None	-1	3
17_14_200_6	19.1147780715408	13.3043770160685	3	2.60893561103811	3805	17	14	200	6	HopX	-1	3
17_14_360_6	-10.9151120477302	1.80968992982412	1	1.7826409495549	1348	17	14	360	6	None	-1	3
17_14_675_6	-7.03099543621348	-13.3512002902408	2	2.0179211469534	1395	17	14	675	6	None	-1	3
17_15_115_6	14.5958894573878	-10.898870341507	3	1.89297124600639	1878	17	15	115	6	None	-1	3
17_15_1_6	9.09003381967089	7.92773746332617	3	2.0207750699161	2503	17	15	1	6	None	-1	3
17_15_200_6	23.2246577414877	-0.718259770071155	3	2.25979459870673	2629	17	15	200	6	HopX	-1	3
17_15_520_6	-8.5372702198807	-1.82230115607089	2	1.76470588235294	1377	17	15	520	6	None	-1	3
17_15_675_6	-24.4435878473715	-9.68212840548194	2	2.75035260930889	1418	17	15	675	6	None	-1	3
17_16_0_6	-6.30017696263485	4.56784820609913	1	1.70219853431046	1501	17	16	0	6	None	-1	3
17_16_115_6	10.2425283825553	11.5440667854385	3	2.12083701738874	3393	17	16	115	6	None	-1	3
17_16_1_6	16.1046174199834	15.6341399960805	3	2.30099337748344	3020	17	16	1	6	HopX	-1	3
17_16_200_6	20.59538308787	0.962621422881595	3	2.2767704413274	2923	17	16	200	6	None	-1	3
17_16_360_6	-23.5545521744838	-8.25901764056712	2	3.0773962070733	1951	17	16	360	6	None	-1	3
17_16_520_6	-23.844145034427	-10.8234778585083	2	2.4851150202977	1478	17	16	520	6	None	-1	3
17_16_521_6	-12.1237833461823	-13.1621226567467	2	2.03260225251926	1687	17	16	521	6	None	-1	3
17_16_675_6	-12.0524157285631	-13.4420620943269	2	2.0785204412719	1541	17	16	675	6	None	-1	3
17_17_0_6	7.81841555020472	8.75647120004398	3	1.99816007359706	2174	17	17	0	6	None	-1	3
17_17_115_6	-9.83386163772243	21.4315398587553	1	2.36566982737661	4113	17	17	115	6	None	-1	3
17_17_1_6	18.0013692533963	14.6623174131393	3	2.8102886405959	4296	17	17	1	6	HopX	-1	3
17_17_200_6	16.9558840047149	15.7183967792831	3	2.57931811777966	3549	17	17	200	6	None	-1	3
17_17_360_6	-13.6259571452156	-15.1299695257795	2	2.30825116761806	1927	17	17	360	6	None	-1	3
17_17_361_6	-11.0040327720208	15.976411125864	1	2.49952904238619	3185	17	17	361	6	Isl1	-1	3
17_17_520_6	-14.7629170566795	-10.8853735810394	2	2.28355704697987	2384	17	17	520	6	None	-1	3
17_17_675_6	-6.1437336788128	-8.89996395105848	2	1.72603978300181	1106	17	17	675	6	None	-1	3
17_18_0_6	21.3429108432438	-5.22232390285656	3	2.05640373197625	2358	17	18	0	6	HopX	-1	3
17_18_1_6	15.921698808424	12.6199635774442	3	2.57946278679351	3574	17	18	1	6	HopX	-1	3
17_18_200_6	18.452131734427	14.6879068208149	3	2.71617904476119	3999	17	18	200	6	HopX	-1	3
17_18_360_6	-7.45852923962953	-16.3753646795496	2	2.32718894009217	2170	17	18	360	6	None	-1	3
